###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2023-10-04-17h-48m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Related File Relationship	Related File	Paired End	File Status	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIMTD3HPJ/@@download/4DNFIMTD3HPJ.bed.gz	N/A	4DNEX1VQRVCJ	4DNFIMTD3HPJ	0.00	676c8c10f145b9cfa75946349b6c0897	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody - G2 sorted cells	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2adeaf77-2017-425d-9051-e722c3eaf408/4DNFIMTD3HPJ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMWJAMQQ/@@download/4DNFIMWJAMQQ.bed.gz	N/A	4DNEX4G5LKKU	4DNFIMWJAMQQ	0.00	c3cd0a6840f044150f23a1ebb0553ce9	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 4, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7243dc0e-3e8f-4cfb-ba90-bf2badbe5966/4DNFIMWJAMQQ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMYGHJPW/@@download/4DNFIMYGHJPW.bed.gz	N/A	4DNEXUEW5PKO	4DNFIMYGHJPW	0.01	5912215d7fcc9cd47453726e11aa52ce	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	H3K27me3	HAP-1 (Tier 2)	pADamID on Hap1	H3K27me3 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/37d4ac1b-c468-4c4e-b248-72f07b469f9b/4DNFIMYGHJPW.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMZAUATR/@@download/4DNFIMZAUATR.bed.gz	N/A	4DNEXO1N34EH	4DNFIMZAUATR	0.00	0218ab29dae1fe15bb988794896830f9	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody - G1 sorted cells	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/39876f71-5e59-4bce-bd5e-9457e9b4593e/4DNFIMZAUATR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIMZGJCYC/@@download/4DNFIMZGJCYC.bed.gz	N/A	4DNEXJ6SOGOE	4DNFIMZGJCYC	0.00	3d425e0dd75a615acfca1b6dfc63d7e8	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB1 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB1 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6de94bb6-3165-4938-9a7a-51db0acba445/4DNFIMZGJCYC.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIN63IWZ3/@@download/4DNFIN63IWZ3.bed.gz	N/A	4DNEXFUGLVQA	4DNFIN63IWZ3	0.03	96d37e258db4841b3e7bfe3091f1b16f	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	1 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/376ad4c9-6208-4b35-af89-5950860bc8b6/4DNFIN63IWZ3.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIN6HCMJT/@@download/4DNFIN6HCMJT.bed.gz	N/A	4DNEXV4IOIR9	4DNFIN6HCMJT	0.00	a5a0e02064a738bf10c9ad3a3ec07027	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cb0b3393-b09c-46bb-98a3-0a81e2351570/4DNFIN6HCMJT.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIN6LMIW5/@@download/4DNFIN6LMIW5.bed.gz	4DNES4JFI13T	N/A	4DNFIN6LMIW5	0.01	7c6d86dd5422b00d7972fa38147e7079	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - synchronized 1h after mitotic shakeoff	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e14c7fe1-1331-4b3d-a838-0cebd5c274de/4DNFIN6LMIW5.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIN6RS3HR/@@download/4DNFIN6RS3HR.bed.gz	N/A	4DNEXRAAQCGE	4DNFIN6RS3HR	0.07	97fef7cf92cd4629d936459ce9f4dbab	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	H3K9me3	HAP-1 (Tier 2)	pADamID on Hap1	H3K9me3 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f40eb8fe-1ee9-4501-84cf-5776bedc2e4e/4DNFIN6RS3HR.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIN6U8555/@@download/4DNFIN6U8555.bed.gz	N/A	4DNEXKLIFH2Z	4DNFIN6U8555	0.00	1cedda629ed73b693835d3238db4bfff	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	Lmnb1 mouse protein	F121-9-CASTx129 (Tier 2)	DamID-seq on F121-9 cells (2018-10-22)	LaminB1-Dam	250 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/74bdb99c-9df5-4412-aeba-8268c36316c4/4DNFIN6U8555.bed.gz
https://data.4dnucleome.org/files-processed/4DNFINAF2NPK/@@download/4DNFINAF2NPK.bed.gz	N/A	4DNEXZKHQQXY	4DNFINAF2NPK	0.01	a4912198d19b58bec1ea0c11a20e35d4	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	LaminB1-Dam	25 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1e763702-9a5a-45db-a2bd-4de30dbc6d1a/4DNFINAF2NPK.bed.gz
https://data.4dnucleome.org/files-processed/4DNFINCALZAC/@@download/4DNFINCALZAC.bed.gz	N/A	4DNEX9JZSBA9	4DNFINCALZAC	0.00	26635426e3b1a0dd2d175e07236850e9	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB2 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/06d5f3b1-5473-44b6-9781-fdfbe33701e0/4DNFINCALZAC.bed.gz
https://data.4dnucleome.org/files-processed/4DNFINDPCGUD/@@download/4DNFINDPCGUD.bed.gz	N/A	4DNEXXJO1T2A	4DNFINDPCGUD	0.01	205a670dd73e206c9841c6d66c94cc22	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	K562 (Tier 2)	DamID-seq on K562 cells (2018-10-22)	LaminB1-Dam	25 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6083298b-7ca8-4770-813c-5846c7e62fd0/4DNFINDPCGUD.bed.gz
https://data.4dnucleome.org/files-processed/4DNFINV5UDXI/@@download/4DNFINV5UDXI.bed.gz	4DNESUK5H9Y8	N/A	4DNFINV5UDXI	0.00	131e6232bc25f97ce504b5f67d39215e	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	250 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/56a2e300-042d-4d94-b14f-ca85eb2580c6/4DNFINV5UDXI.bed.gz
https://data.4dnucleome.org/files-processed/4DNFINW7LBEF/@@download/4DNFINW7LBEF.bed.gz	N/A	4DNEXOHWI5ME	4DNFINW7LBEF	0.01	eb4a367b185e1ad6489b259a34b3cc14	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - synchronized 3h after mitotic shakeoff	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c189b6ad-366f-4654-99c4-92ebdb2f47e3/4DNFINW7LBEF.bed.gz
https://data.4dnucleome.org/files-processed/4DNFINWZHPIN/@@download/4DNFINWZHPIN.bed.gz	N/A	4DNEXMRJPX7X	4DNFINWZHPIN	0.02	fbd08e77d6f134496cfad5662d7952a1	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 2, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	1 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ed25e4d3-6105-45b8-96c7-08610fa73371/4DNFINWZHPIN.bed.gz
https://data.4dnucleome.org/files-processed/4DNFINY6DCQ8/@@download/4DNFINY6DCQ8.bed.gz	N/A	4DNEXWMC9UET	4DNFINY6DCQ8	0.00	e2b1e726a28b771d1ee544306d80006b	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	N/A	HAP-1 (Tier 2)	pADamID on Hap1	pADam-only control	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/afb67b93-afab-422d-bc7e-b5ac7175bc44/4DNFINY6DCQ8.bed.gz
